"Lake_Name","WBIC","PARAM","Year","Date","Time","Level","Change_in_Level"
"Paya Lake",425600,92014,"2016","05/21/2016","0:00",1168.82,-0.0518160000000307
"Paya Lake",425600,92014,"2016","05/12/2016","0:00",1168.91,-0.0243839999999409
"Paya Lake",425600,92014,"2016","04/26/2016","0:00",1169.17,0.0548640000000091
"Paya Lake",425600,92014,"2015","10/17/2015","0:00",1168.31,-0.207264000000009
"Paya Lake",425600,92014,"2015","11/06/2015","0:00",1168.41,-0.176783999999941
"Paya Lake",425600,92014,"2015","10/25/2015","0:00",1168.29,-0.213360000000023
"Paya Lake",425600,92014,"2015","10/11/2015","0:00",1168.37,-0.188976000000025
"Paya Lake",425600,92014,"2015","10/07/2015","0:00",1168.37,-0.188976000000025
"Paya Lake",425600,92014,"2015","09/18/2015","0:00",1168.47,-0.158495999999957
"Paya Lake",425600,92014,"2015","09/14/2015","0:00",1168.49,-0.1524
"Paya Lake",425600,92014,"2015","09/05/2015","0:00",1168.43,-0.170687999999984
"Paya Lake",425600,92014,"2015","08/26/2015","0:00",1168.35,-0.195072000000039
"Paya Lake",425600,92014,"2015","08/28/2015","0:00",1168.35,-0.195072000000039
"Paya Lake",425600,92014,"2015","11/09/2015","0:00",1168.4,-0.179831999999976
